code,category,value,areaName,cx,cy,region,pop_value,own,mortgage,sharedOwn,laRent,socialRent,privateRent,otherRent,freeRent,Average_Price,cxx,cyy
E07000210,popDensity,338.3,Mole Valley,517049,147214,E12000008,87386,15136,12053,380,574,3753,4506,732,5,508252.4133,255077.5067,70172006.67
E07000211,popDensity,1168.1,Reigate and Banstead,526286,152009,E12000008,150846,20196,22374,969,1082,5825,8482,905,16,433272.2419,259634.4267,72457623.33
E07000212,popDensity,1128.6,Runnymede,501617,167042,E12000008,88079,11431,11710,506,2771,1728,5907,745,40,428701.8244,247464.3867,79623353.33
E07000213,popDensity,2293.9,Spelthorne,506652,170605,E12000008,102956,13980,14489,531,771,4525,6783,704,21,379258.5375,249948.32,81321716.67
E07000215,popDensity,354.1,Tandridge,536712,149345,E12000008,87876,13326,13203,412,2496,1443,3973,757,13,465343.0948,264777.92,71187783.33
E07000216,popDensity,371.5,Waverley,495682,139877,E12000008,128229,20039,17598,642,4657,1770,6494,1209,39,469830.0252,244536.4533,66674703.33
E07000217,popDensity,1634.4,Woking,500423,158249,E12000008,103943,13251,14280,338,2965,1827,7966,772,39,429059.3642,246875.3467,75432023.33
E07000218,popDensity,228.8,North Warwickshire,425346,294421,E12000005,65035,10558,8856,261,2490,1262,3588,522,44,221639.8867,209837.36,140340676.7
E07000219,popDensity,1699.7,Nuneaton and Bedworth,435701,289373,E12000005,134197,19829,18675,461,5412,2745,8355,1044,64,188071.3958,214945.8267,137934463.3
E07000220,popDensity,325.7,Rugby,445826,276476,E12000005,114363,15703,16012,692,3399,2675,7460,1014,60,249858.7374,219940.8267,131786893.3
E07000221,popDensity,137.8,Stratford-on-Avon,425910,253437,E12000005,134725,24156,17967,1060,958,6948,7055,1308,11,327667.7037,210115.6,120804970
E07000222,popDensity,524.8,Warwick,428512,268090,E12000005,148453,21411,19541,899,5251,3553,10844,1066,53,325416.0641,211399.2533,127789566.7
E07000223,popDensity,1534.4,Adur,519857,106296,E12000008,64544,11101,8835,184,2431,1005,3537,558,27,330624.7881,256462.7867,50667760
E07000224,popDensity,746.1,Arun,500922,105536,E12000008,164889,32182,19588,836,3210,3564,11801,1424,56,301814.7781,247121.52,50305493.33
E07000225,popDensity,157.8,Chichester,488437,116059,E12000008,124068,22715,12657,754,1057,7100,8089,1718,28,405129.0269,240962.2533,55321456.67
E07000226,popDensity,2634.9,Crawley,527313,137822,E12000008,118493,10940,14423,560,7969,2463,8352,663,132,282798.3356,260141.08,65695153.33
E07000227,popDensity,276.8,Horsham,514696,122819,E12000008,146778,24482,20583,1072,775,6380,7795,1260,23,378989.2425,253916.6933,58543723.33
E07000228,popDensity,456.8,Mid Sussex,531427,126224,E12000008,152566,23259,22754,810,460,6352,8568,1142,4,383594.7232,262170.6533,60166773.33
E07000229,popDensity,3423.7,Worthing,513043,104470,E12000008,111338,18052,15388,322,1051,3794,10012,904,15,288872.5315,253101.2133,49797366.67
E07000234,popDensity,457.1,Bromsgrove,398961,273791,E12000005,99183,17483,14511,458,1452,2965,3719,660,16,308026.7383,196820.76,130507043.3
E07000235,popDensity,137.7,Malvern Hills,376452,253907,E12000005,79486,15753,9020,451,753,4248,3896,757,11,281614.8257,185716.32,121029003.3
E07000236,popDensity,1604.4,Redditch,403427,264902,E12000005,87036,11254,12184,291,5281,2050,4718,525,75,224334.6297,199023.9867,126269953.3
E07000237,popDensity,3121.4,Worcester,385680,255359,E12000005,103872,14320,13142,472,2155,5114,8593,901,27,218962.4258,190268.8,121721123.3
E07000238,popDensity,199.7,Wychavon,396608,251844,E12000005,132492,23188,16997,708,1478,7476,6337,1156,16,287047.7507,195659.9467,120045640
E07000239,popDensity,520,Wyre Forest,381336,275771,E12000005,101607,18477,12681,464,2946,3465,6366,873,48,209189.6759,188125.76,131450843.3
E07000240,popDensity,919.3,St Albans,514441,209482,E12000006,148167,20615,21237,297,4620,2567,8703,899,52,529545.9642,253790.8933,99853086.67
E07000241,popDensity,925,Welwyn Hatfield,524698,209206,E12000006,119836,12711,13465,647,8354,3360,6954,632,86,408606.2825,258851.0133,99721526.67
E07000242,popDensity,315.7,East Hertfordshire,537205,220364,E12000006,150158,21140,21870,915,1041,7070,8910,1057,20,408275.5177,265021.1333,105040173.3
E07000243,popDensity,3444.8,Stevenage,524559,224521,E12000006,89495,9522,11282,618,7457,2137,4996,474,26,285252.0428,258782.44,107021676.7
E07000244,popDensity,195.1,East Suffolk,636456,265500,E12000006,246058,49014,27266,443,5093,9384,16953,2532,64,258408.66,313984.96,126555000
E07000245,popDensity,173.9,West Suffolk,578957,267629,E12000006,179948,26398,20991,942,3962,8773,15003,2626,52,268015.2732,285618.7867,127569823.3
E07000246,popDensity,132.6,Somerset West and Taunton,304672,132836,E12000009,157445,27731,18028,655,5568,5047,11118,1751,88,247512.6903,150304.8533,63318493.33
E08000002,popDensity,1948.6,Bury,379434,410155,E12000002,193851,27752,26240,292,6718,5326,12628,1621,119,202689.7364,187187.44,195507216.7
E08000003,popDensity,4772.7,Manchester,384645,394923,E12000002,551938,35423,44502,1679,24419,38857,65041,4362,447,204684.3695,189758.2,188246630
E08000004,popDensity,1700.5,Oldham,396668,406152,E12000002,242088,29384,26845,412,7572,12188,14253,2245,241,158152.0501,195689.5467,193599120
E08000005,popDensity,1415.6,Rochdale,389646,413331,E12000002,223773,27411,26966,342,9972,8843,14535,1968,185,153378.418,192225.36,197021110
E08000006,popDensity,2777.2,Salford,375503,399266,E12000002,269923,25294,28774,646,13599,15628,28651,2202,323,181936.2574,185248.1467,190316793.3
E08000007,popDensity,2338.3,Stockport,391577,388561,E12000002,294773,46498,43527,1486,9880,6969,16238,1954,96,254195.1072,193177.9867,185214076.7
E08000008,popDensity,2239.7,Tameside,395938,397900,E12000002,231071,30363,30158,320,5556,15569,15489,1970,102,167605.6907,195329.4133,189665666.7
E08000009,popDensity,2216.7,Trafford,376532,391465,E12000002,235052,33149,33238,654,4065,10354,13254,1490,65,321423.82,185755.7867,186598316.7
E08000010,popDensity,1750,Wigan,361033,403243,E12000002,329330,49212,45766,655,20083,4250,20040,2721,378,149261.2111,178109.6133,192212496.7
E08000011,popDensity,1787,Knowsley,344694,392430,E12000002,154519,18902,20384,543,7109,9578,8366,1095,96,142153.256,170049.04,187058300
E08000012,popDensity,4346.1,Liverpool,339133,389144,E12000002,486088,50393,46648,1378,9355,45403,49950,4117,247,151838.7493,167305.6133,185491973.3
E08000013,popDensity,1343.6,St. Helens,352124,396102,E12000002,183248,28023,24026,627,5030,10963,10785,1479,80,143928.9879,173714.5067,188808620
E08000014,popDensity,1783.4,Sefton,332846,408176,E12000002,279233,46426,35565,845,4159,13576,20029,2428,45,183300.7997,164204.0267,194563893.3
E08000015,popDensity,1989.7,Wirral,327405,386273,E12000002,320199,51333,41781,887,5611,16454,24397,2694,95,180831.5023,161519.8,184123463.3
E08000016,popDensity,743.3,Barnsley,431083,404470,E12000003,244572,35620,31733,522,16772,4522,16296,2273,315,139126.5519,212667.6133,192797366.7
E08000017,popDensity,542.4,Doncaster,460041,405684,E12000003,308106,44881,39002,563,18396,4298,22953,2988,399,141699.5245,226953.56,193376040
E08000018,popDensity,927.7,Rotherham,447556,390471,E12000003,265807,38318,34178,467,18981,4564,14651,2384,383,154192.7251,220794.2933,186124510
E08000021,popDensity,2646.1,Newcastle upon Tyne,421988,568195,E12000001,300125,30707,29769,580,24431,9045,25300,2678,287,168885.2215,208180.7467,270839616.7
E08000022,popDensity,2538.6,North Tyneside,430940,570503,E12000001,208967,31038,30233,504,14069,5696,12755,1870,67,174591.0132,212597.0667,271939763.3
E08000023,popDensity,2294.2,South Tyneside,435717,563346,E12000001,147776,20503,18152,336,15720,4488,7742,1283,64,138101.9627,214953.72,268528260
E08000024,popDensity,1994.6,Sunderland,435242,554109,E12000001,274172,38312,32680,484,13760,18794,15827,2269,51,124297.0404,214719.3867,264125290
E08000025,popDensity,4275.4,Birmingham,408620,287849,E12000005,1144919,114970,108046,3641,58609,40890,86669,9050,1580,199982.1769,201585.8667,137208023.3
E08000026,popDensity,3500.7,Coventry,432736,280037,E12000005,345325,40278,36784,906,7244,15522,30134,3061,211,195859.2127,213483.0933,133484303.3
E08000027,popDensity,3302.4,Dudley,392753,287253,E12000005,323486,51133,39920,618,21157,4864,16644,2296,437,195417.8159,193758.1467,136923930
E08000028,popDensity,3994.9,Sandwell,399516,290879,E12000005,341832,35924,34080,631,27293,7319,21710,2527,762,163986.5776,197094.56,138652323.3
E08000029,popDensity,1212.9,Solihull,418611,279457,E12000005,216240,35054,29584,710,8901,3631,10249,1247,106,297172.4717,206514.76,133207836.7
E08000030,popDensity,2733.1,Walsall,402370,300150,E12000005,284124,36296,30293,557,9241,17335,16323,2013,168,180502.9517,198502.5333,143071500
E08000031,popDensity,3797.9,Wolverhampton,391927,299026,E12000005,263727,31345,26465,445,19761,6723,17922,2084,397,167983.0238,193350.6533,142535726.7
E08000032,popDensity,1491.2,Bradford,409656,438737,E12000003,546412,66875,62698,1043,11798,18933,42709,5569,242,154997.9221,202096.96,209131303.3
E08000033,popDensity,567.8,Calderdale,401827,424977,E12000003,206631,31269,27170,366,3793,9377,16210,2227,64,156259.8513,198234.6533,202572370
E08000034,popDensity,1060.3,Kirklees,415745,414567,E12000003,433216,62352,54256,676,19678,6610,29858,4084,475,166217.571,205100.8667,197610270
E08000035,popDensity,1471.7,Leeds,432624,436701,E12000003,811956,95452,99132,1947,51716,18026,68197,6205,791,208043.1263,213427.84,208160810
E08000036,popDensity,1043.6,Wakefield,438985,418409,E12000003,353368,48566,47260,1200,22323,10865,19969,2785,107,163233.0079,216565.9333,199441623.3
E08000037,popDensity,1378,Gateshead,420364,560133,E12000001,196151,27161,24448,350,17308,5026,12920,1664,122,136735.6081,207379.5733,266996730
E09000001,popDensity,2975,City of London,532539,181164,E12000007,8583,2228,1360,24,898,562,4128,618,10,758077.3311,262719.24,86354840
E09000002,popDensity,6065.8,Barking and Dagenham,548056,184924,E12000007,218869,11130,20189,1274,18077,5196,16443,1447,146,312739.9714,270374.2933,88147106.67
E09000003,popDensity,4488.7,Barnet,524095,192314,E12000007,389344,39083,39324,1633,10030,10004,45180,3525,138,539455.5894,258553.5333,91669673.33
E09000004,popDensity,4070.7,Bexley,548955,175730,E12000007,246472,31210,34207,1263,2491,11486,13078,1500,65,355867.1951,270817.8,83764633.33
E09000005,popDensity,7859.6,Brent,520189,185924,E12000007,339816,23933,21660,2246,10444,17432,39732,2994,171,514041.2521,256626.5733,88623773.33
E09000006,popDensity,2197.7,Bromley,542864,165667,E12000007,329992,44794,48234,1166,2090,15836,21418,2243,47,456478.7233,267812.9067,78967936.67
E09000007,popDensity,9640.9,Camden,527931,184580,E12000007,210136,14780,12727,715,21051,10199,30382,2630,274,799564.7678,260445.96,87983133.33
E09000008,popDensity,4516,Croydon,533300,163557,E12000007,390719,36992,46675,2183,14769,12602,36484,2957,283,380999.5047,263094.6667,77962170
E09000009,popDensity,6611.6,Ealing,515931,181701,E12000007,367115,30275,31539,2658,11326,12056,42063,3427,313,499133.4057,254525.96,86610810
E09000010,popDensity,4082.5,Enfield,532411,196432,E12000007,329984,31740,31607,1319,12530,8043,32773,2615,296,417033.642,262656.0933,93632586.67
E09000011,popDensity,6108.6,Greenwich,542847,177046,E12000007,289068,18473,28454,2471,21257,14070,26863,2225,238,407971.2123,267804.52,84391926.67
E09000013,popDensity,11161.1,Hammersmith and Fulham,523529,178905,E12000007,183157,12483,13607,1208,11840,12391,27284,2274,157,717141.4909,258274.3067,85278050
E09000014,popDensity,8930.2,Haringey,531225,189614,E12000007,264238,18141,20975,1732,15630,10844,35052,2324,393,590703.8252,262071,90382673.33
E09000015,popDensity,5175.4,Harrow,514912,190121,E12000007,261203,26947,25743,1007,4977,4321,24354,2141,152,474489.7474,254023.2533,90624343.33
E09000016,popDensity,2332.3,Havering,554032,187245,E12000007,262052,34918,35461,976,9423,4384,14452,1567,95,380518.1868,273322.4533,89253450
E09000017,popDensity,2644,Hillingdon,507905,183585,E12000007,305909,28994,32837,1373,10179,7434,25692,2584,135,427090.177,250566.4667,87508850
E09000018,popDensity,5148,Hounslow,513589,175668,E12000007,288181,21761,25283,2225,13251,8367,29537,2251,286,429045.4559,253370.5733,83735080
E09000019,popDensity,14574.9,Islington,531145,185005,E12000007,216589,11151,14589,1580,24081,14706,28084,1995,310,670706.5547,262031.5333,88185716.67
E09000020,popDensity,11816.5,Kensington and Chelsea,525606,179504,E12000007,143375,13301,7890,676,7154,11276,23560,2900,127,1327342.618,259298.96,85563573.33
E09000021,popDensity,4512.1,Kingston upon Thames,519327,166705,E12000007,168063,18519,21418,460,4647,2597,16535,1376,76,500441.919,256201.32,79462716.67
E09000022,popDensity,11839.1,Lambeth,530807,174499,E12000007,317654,16180,28289,2441,24126,21117,39228,3101,206,540840.414,261864.7867,83177856.67
E09000023,popDensity,8551.5,Lewisham,537676,174051,E12000007,300553,18853,32377,1944,16045,19708,30797,2492,177,442786.2961,265253.4933,82964310
E09000024,popDensity,5721.6,Merton,525579,169458,E12000007,215186,20695,24773,869,2342,9257,21998,1750,42,552584.0816,259285.64,80774980
E09000025,popDensity,9690.1,Newham,541466,182855,E12000007,351036,14695,20884,2739,17989,14401,41391,3088,324,384330.7787,267123.2267,87160883.33
E09000026,popDensity,5501.9,Redbridge,543919,189405,E12000007,310260,27956,31265,983,6604,5103,29079,2497,227,447923.0931,268333.3733,90283050
E09000027,popDensity,3401.9,Richmond upon Thames,517367,172867,E12000007,195278,24535,25826,560,1829,7923,18393,1577,61,689779.8386,255234.3867,82399936.67
E09000028,popDensity,10659,Southwark,533829,176738,E12000007,307637,13879,23870,3182,35433,16558,34493,3013,392,544840.9627,263355.64,84245113.33
E09000029,popDensity,4781,Sutton,526964,164120,E12000007,209639,23400,29647,889,5399,6268,15372,1311,61,394473.8963,259968.9067,78230533.33
E09000030,popDensity,15702.9,Tower Hamlets,536495,181509,E12000007,310306,9424,18459,3143,16697,26540,43126,2874,276,462063.0759,264670.8667,86519290
E09000031,popDensity,7173.3,Waltham Forest,537726,190195,E12000007,278426,20817,29539,1700,10737,11362,26361,2232,153,474388.3216,265278.16,90659616.67
E09000032,popDensity,9560,Wandsworth,526055,174145,E12000007,327506,24410,33915,2509,16653,9891,46295,3535,184,605527.5335,259520.4667,83009116.67
E09000033,popDensity,9514.2,Westminster,527739,181005,E12000007,204236,15213,10749,695,12418,14392,36871,4194,284,928269.9368,260351.24,86279050
W06000001,popDensity,96.7,Isle of Anglesey,241795,379205,W92000004,68878,13756,7264,87,3783,1037,3735,1064,98,198777.6544,119285.5333,180754383.3
W06000002,popDensity,46.3,Gwynedd,263903,334963,W92000004,117393,22214,11214,150,3524,5033,7060,1805,105,177314.8352,130192.1467,159665696.7
W06000003,popDensity,101.9,Conwy,283987,361802,W92000004,114741,22759,12967,291,2051,4206,8526,1394,41,186187.9852,140100.2533,172458953.3
W06000004,popDensity,114.5,Denbighshire,309404,355776,W92000004,95817,16828,11112,234,3298,2350,7295,1197,73,175768.8209,152639.3067,169586560
W06000005,popDensity,352.3,Flintshire,322419,369649,W92000004,154962,25945,22074,307,6985,2729,7544,1295,32,185386.5143,159060.04,176199356.7
W06000006,popDensity,268.2,Wrexham,331795,344142,W92000004,135117,19947,16271,182,9958,2203,7890,1276,188,172080.7823,163685.5333,164041020
W06000008,popDensity,40,Ceredigion,258574,263991,W92000004,71475,14798,6378,96,752,2487,5294,1077,9,203951.6757,127563.1733,125835710
W06000009,popDensity,76.2,Pembrokeshire,201312,221152,W92000004,123360,24647,12556,141,5691,3303,7277,1837,35,199187.0782,99313.92,105415786.7
W06000010,popDensity,79.3,Carmarthenshire,251227,224511,W92000004,187897,35629,21936,209,8540,3158,10048,2123,116,167581.4608,123938.6533,107016910
W06000011,popDensity,631.5,Swansea,257445,195641,W92000004,238490,37162,28224,315,12257,7788,16417,2484,315,166483.9914,127006.2,93255543.33
W06000012,popDensity,322.5,Neath Port Talbot,279564,199348,W92000004,142289,23850,17661,99,4657,7342,7014,1638,116,131728.536,137918.24,95022546.67
W06000013,popDensity,580.1,Bridgend,289150,185340,W92000004,145488,23670,20291,136,2087,6587,8128,1398,63,172265.8191,142647.3333,88345400
W06000014,popDensity,398.4,Vale of Glamorgan,302809,172697,W92000004,131939,22052,19231,135,3660,3363,7474,1503,31,246097.5643,149385.7733,82318903.33
W06000015,popDensity,2571.3,Cardiff,316778,179542,W92000004,362308,42072,43355,439,12883,12395,32757,3028,404,222438.0219,156277.1467,85581686.67
W06000016,popDensity,560.3,Rhondda Cynon Taf,300745,195665,W92000004,237651,39686,30943,173,5744,8431,15671,2567,124,128166.7816,148367.5333,93266983.33
W06000018,popDensity,634.2,Caerphilly,316753,195610,W92000004,175952,27449,24053,228,10065,4258,8598,1556,48,152787.5592,156264.8133,93240766.67
W06000019,popDensity,615.1,Blaenau Gwent,317699,208201,W92000004,66904,10564,7658,36,2776,4418,4160,687,41,101980.5738,156731.5067,99242476.67
W06000020,popDensity,734.4,Torfaen,327301,200555,W92000004,92276,13952,11963,223,3324,6251,3701,794,33,165285.7377,161468.4933,95597883.33
W06000021,popDensity,109.5,Monmouthshire,340238,206911,W92000004,92957,17738,11691,147,1493,4250,4674,908,21,301719.9979,167850.7467,98627576.67
W06000022,popDensity,838.1,Newport,333448,186541,W92000004,159592,20172,21387,474,5648,7216,9663,1356,138,199830.0859,164501.0133,88917876.67
W06000023,popDensity,25.7,Powys,303993,270454,W92000004,133169,28098,12586,151,5294,3187,8592,2168,106,212111.4085,149969.88,128916406.7
W06000024,popDensity,528.2,Merthyr Tydfil,306153,205467,W92000004,58836,9101,7012,33,2168,3458,3325,642,44,121345.8297,151035.48,97939270
E06000007,popDensity,1168,Warrington,362665,389223,E12000002,210974,31939,30246,686,4982,8860,12193,1580,52,212955.926,178914.7333,185529630
E06000008,popDensity,1129.4,Blackburn with Darwen,369254,421850,E12000002,154738,19573,15958,308,2718,8313,10290,1560,47,126756.1123,182165.3067,201081833.3
E06000009,popDensity,4041.1,Blackpool,331921,436188,E12000002,141036,20348,16886,213,3947,2753,18843,1726,67,114763.1482,163747.6933,207916280
E06000010,popDensity,3730.1,Kingston upon Hull,509765,430588,E12000003,267014,26695,29046,585,21768,9399,25419,2174,389,119020.7549,251484.0667,205246946.7
E06000013,popDensity,200.4,North Lincolnshire,493268,411782,E12000003,169680,27829,21567,204,5035,5918,10929,1626,64,160493.2021,243345.5467,196282753.3
E06000016,popDensity,5027.2,Leicester,459135,304861,E12000004,368571,31324,28106,662,18748,10747,34549,2888,365,196969.305,226506.6,145317076.7
E06000022,popDensity,559.2,Bath and North East Somerset,367057,162001,E12000009,193409,28855,22878,790,3064,8299,13758,1551,55,367449.5227,181081.4533,77220476.67
E06000025,popDensity,584.3,South Gloucestershire,367431,183263,E12000009,290424,43220,42272,1231,2122,10616,16441,2147,52,291032.0848,181265.96,87355363.33
E06000030,popDensity,1014.4,Swindon,417817,185857,E12000009,233407,27968,33075,1203,9786,5158,16798,1722,151,222858.6673,206123.0533,88591836.67
E06000033,popDensity,4335.6,Southend-on-Sea,589363,185610,E12000006,180686,24722,23301,503,4822,4197,19085,1674,40,298712.3643,290752.4133,88474100
E06000034,popDensity,1074.2,Thurrock,564863,181237,E12000006,176001,16912,25108,445,9639,2094,11015,1116,48,284910.2657,278665.7467,86389636.67
E06000046,popDensity,370,Isle of Wight,449779,86461,E12000008,140459,28737,15083,509,678,6379,11731,1649,9,246236.6485,221890.9733,41213076.67
E06000049,popDensity,341.9,Cheshire East,376729,364874,E12000002,398772,69191,56455,1772,4659,15584,23868,3246,79,249355.0763,185852.9733,173923273.3
E06000052,popDensity,160.9,Cornwall,199168,59975,E12000009,570305,104659,61299,2949,13023,19016,41545,7826,216,260843.6367,98256.21333,28588083.33
E07000011,popDensity,199.6,Huntingdonshire,521228,276573,E12000006,180832,27621,25402,1051,1819,8067,11117,1780,23,266013.5495,257139.1467,131833130
E07000039,popDensity,317.1,South Derbyshire,429750,326002,E12000004,107205,16388,17321,368,2780,1686,5836,812,48,207490.6689,212010,155394286.7
E07000040,popDensity,185.2,East Devon,313793,96775,E12000009,150828,31228,16967,947,4030,2868,8960,1737,51,300452.3671,154804.5467,46129416.67
E07000044,popDensity,100,South Hams,270440,54205,E12000009,88627,17708,10008,628,728,3925,5258,1068,14,345241.5939,133417.0667,25837716.67
E07000064,popDensity,182.8,Rother,578409,119997,E12000008,93108,20395,10210,372,645,3648,5862,965,5,321890.9187,285348.44,57198570
E07000065,popDensity,192.2,Wealden,554434,120966,E12000008,160152,30510,22033,794,2887,2814,7658,1545,25,359483.6337,273520.7733,57660460
E07000066,popDensity,1705.1,Basildon,570901,190821,E12000006,187571,23029,25268,876,10563,5650,9762,1114,101,326907.8989,281644.4933,90958010
E07000073,popDensity,3056.1,Harlow,545614,209915,E12000006,93329,8723,11622,499,9051,2046,5298,526,91,276755.8651,269169.5733,100059483.3
E07000078,popDensity,2549.3,Cheltenham,395079,221973,E12000009,118836,18362,15273,397,4069,2363,11406,972,57,301776.32,194905.64,105807130
E07000081,popDensity,3266.6,Gloucester,383531,216834,E12000009,132416,17510,17869,630,2797,4740,10691,1112,57,214743.6818,189208.6267,103357540
E07000083,popDensity,229,Tewkesbury,394038,227458,E12000009,94884,15984,12975,918,865,4333,4763,1078,15,299992.7297,194392.08,108421646.7
E07000090,popDensity,2228.4,Havant,471226,104842,E12000008,124208,20869,15526,469,5040,4949,5760,895,81,285147.5983,232471.4933,49974686.67
E07000103,popDensity,4772.2,Watford,510556,197803,E12000006,102246,9577,12268,419,1531,4641,10505,672,16,365109.2382,251874.2933,94286096.67
E07000112,popDensity,307.5,Folkestone and Hythe,610024,132599,E12000008,109758,18966,12841,365,3153,2098,9555,1315,44,273959.1789,300945.1733,63205523.33
E07000119,popDensity,491.2,Fylde,339324,432384,E12000002,81374,16369,10575,288,404,2730,6239,991,10,205556.0894,167399.84,206103040
E07000120,popDensity,1126.6,Hyndburn,374414,429238,E12000002,82234,11917,10027,80,1222,3489,7088,947,20,102849.0863,184710.9067,204603446.7
E07000124,popDensity,105.6,Ribble Valley,370849,445761,E12000002,61561,11654,8533,405,292,1859,3273,730,1,226688.2305,182952.1733,212479410
E07000136,popDensity,193.7,Boston,532926,343714,E12000004,70502,9967,7338,376,1969,3757,5425,540,32,162905.7974,262910.16,163837006.7
E07000142,popDensity,82.3,West Lindsey,501339,389522,E12000004,95156,17553,12206,391,1190,3415,6431,1139,20,181022.2265,247327.24,185672153.3
E07000147,popDensity,106.6,North Norfolk,613546,332832,E12000006,102980,23509,9701,333,998,5277,7170,1368,18,277537.7051,302682.6933,158649920
E07000168,popDensity,133.2,Scarborough,488815,497619,E12000003,108736,21164,11308,484,1250,5820,9748,1333,17,181098.2932,241148.7333,237198390
E07000174,popDensity,1440.2,Mansfield,455327,364075,E12000004,110482,16668,14088,214,5738,2127,8156,909,131,152379.8757,224627.9867,173542416.7
E07000198,popDensity,166.4,Staffordshire Moorlands,401331,353540,E12000005,95845,20401,12740,164,1069,2584,4501,872,24,200310.8173,197989.96,168520733.3
E07000202,popDensity,3534.3,Ipswich,616698,244356,E12000006,139642,16810,16182,353,7614,4754,12583,1081,130,207544.7254,304237.68,116476360
E07000214,popDensity,951.2,Surrey Heath,492648,161313,E12000008,90453,13156,13495,364,477,2972,4611,920,13,403214.1947,243039.68,76892530
E08000001,popDensity,2117,Bolton,369187,409211,E12000002,295963,39475,33608,493,12540,11015,18776,2596,287,151998.7676,182132.2533,195057243.3
E08000019,popDensity,1512.5,Sheffield,430011,389797,E12000003,556521,71903,63274,776,36110,16224,38976,4448,237,185477.1038,212138.76,185803236.7
E09000012,popDensity,13593.3,Hackney,534348,185478,E12000007,259146,10263,15803,2664,21943,21002,31943,2204,259,593820.8656,263611.68,88411180
E07000075,popDensity,512.7,Rochford,594750,191782,E12000006,85661,15572,13102,205,365,2506,3203,602,3,358002.4576,293410,91416086.67
E07000077,popDensity,142.5,Uttlesford,556816,228707,E12000006,91341,13177,12909,659,2682,2127,4519,856,26,411729.7235,274695.8933,109017003.3
E07000105,popDensity,228.6,Ashford,596857,139969,E12000008,132747,18032,17565,917,4750,2751,8236,1263,69,310341.3421,294449.4533,66718556.67
E06000053,popDensity,125.9,Isles of Scilly,91546,11139,E12000009,2053,640,196,28,206,118,448,240,2,#N/A,45162.69333,5309590
E09000001,popDensity,2975,City of London,532539,181164,E12000007,8583,2228,1360,24,898,562,4128,618,10,758077.3311,262719.24,86354840
